reference_number,driving_dircetion_to_well,date_completed,well_use,drilling_method,pump_type,depth,pump_setting_depth,water_quality,casing_length,casing_mateiral,casing_diameter,screen_length,screen_material,screen_diameter,slot_size,type_of_test,test_rate,bail_test_rate,drawdown,static_water_level,bailer_drawdown,material,depth_2,installation_method,number_of_bags_used,sealing_material,well_abandonment_depth,installation_method_2,number_of_bags_used_2,county,township,range,section,topo_map,grant,field_located_by,field_located_on,courthouse_location_by,courthouse_location_on,location_accepted_verification_by,location_accepted_verification_on,subdivision_name,lot_number,ft_w_of_el,ft_n_of_sl,ft_e_of_wl,ft_s_of_nl,ground_elevation,depth_of_bedrock,bedrock_elevation,aquifer_elevation,utm_easting,utm_northing
103741,4MI  N OF DECATUR ON SR27,5/25/1961,Home,Cable Tool,Not available,74.0,Not available,Not available,54.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,60.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of the SW of the SW of Section 8,HOAGLAND,Not available,Not available,Not available,Not available,Not available,UCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103742,SR224  1MI  W OD DECATUR.  N SIDE OF RD.   SLATTERBACK ADDITION,7/8/1968,Home,Cable Tool,Not available,83.0,Not available,Not available,38.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 1.0 hrs.,Not available,15.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the SE of the SE of Section 32,DECATUR,Not available,Not available,Not available,Not available,Not available,MT,7/1/1970,Not available,Not available,150.0,300.0,Not available,Not available,800.0,Not available,Not available,765.0,672191,4522025
103745,"AT BELMONT PARK LAKE; 20 WEST OF WEST END OF LAKE, AT C.L. OF LAKE. 50 NORTH OF ON E-W LANE. 25 NE OF NE CORNER OF OLD HOUSE",1/25/1968,Other,Not available,Not available,43.0,Not available,Not available,Not available,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,1.2 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the NE of the SW of Section 35,DECATUR,Not available,Not available,1/1/1968,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,800.0","1,900.0",Not available,790.0,43.0,743.0,Not available,675991,4522626
103746,ANDREWS ADDITION,10/10/1962,Home,Cable Tool,Not available,100.0,Not available,Not available,59.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,16.0 gpm,Not available,20.0 ft.,12.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the SW of Section 8,HOAGLAND,Not available,Not available,Not available,Not available,Not available,YC\,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103747,1 1/8 MI  W OF JCT 270S & 224W  ON N SIDE OF 224,2/18/1969,Home,Cable Tool,Not available,80.0,Not available,Not available,38.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 1.0 hrs.,Not available,12.0 ft.,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the SE of the SE of Section 32,DECATUR,Not available,Not available,Not available,Not available,Not available,MT,7/1/1970,Not available,Not available,100.0,450.0,Not available,Not available,800.0,40.0,760.0,Not available,672185,4522063
103750,REPPERT APARTMENTS ON US224 JUST EAST OF DECATUR,1/13/1950,Home,Not available,Not available,130.0,Not available,Not available,30.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,150.0 gpm,Not available,Not available,14.5 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the SW of Section 35,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,30.0,Not available,Not available,Not available,Not available
103751,SE 1/4 NE 1/4,5/18/1951,Not available,Not available,Not available,250.0,Not available,Not available,103.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,7.3 gpm,Not available,52.0 ft.,20.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the NE of Section 9,HOAGLAND,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,99.0,Not available,Not available,Not available,Not available
103752,224 WEST  DECATUR   2 MILE  ON N SIDE OF RD      NUMBER 1,12/24/1966,Home,Cable Tool,Not available,96.0,Not available,Not available,Not available,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 2.0 hrs.,Not available,20.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the SE of the SE of Section 32,DECATUR,Not available,Not available,Not available,Not available,Not available,MT,7/1/1970,Not available,Not available,300.0,200.0,Not available,Not available,803.0,Not available,Not available,Not available,672136,4521990
103755,ADN 25.,1/1/1949,Not available,Not available,Not available,88.0,Not available,Not available,Not available,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,35.0 ft.,10.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,15E,SW of the SE of Section 8,"DIXON, IN-OH",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103756,"3MI  N OF DECATUR,  IN  ON WINCHESTER RD         CONTR.",5/21/1965,Home,Cable Tool,Not available,89.0,Not available,Not available,50.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,25.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,18,HOAGLAND,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103757,SE 1/4 SW 1/4 SE 1/4 AT GOLF CLUB HOUSE,1/1/1949,Home,Not available,Not available,154.0,Not available,Not available,38.0,Not available,6.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,33.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the SW of the SE of Section 33,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,36.0,Not available,Not available,Not available,Not available
103760,"E OF DECATUR ON SR224,  3.5 MILES.  HOUSE ON N SIDE OF RD",1/6/1975,Home,Cable Tool,Not available,128.0,Not available,Not available,68.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm,Not available,45.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,15E,32,"WREN, IN-OH",Not available,Not available,Not available,Not available,Not available,BRUN.,8/11/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103761,WINCHESTER RD W OF DECATUR TO 200W TURN S.  5TH HOUSE ON E SIDE,8/24/1985,Home,Rotary,Not available,280.0,Not available,Not available,54.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,28.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of Section 20,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103762,SW SE,Not available,Not available,Not available,Not available,304.5,Not available,Not available,45.0,Not available,10.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,13.0 ft.,37.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,33,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,40.0,Not available,Not available,Not available,Not available
103765,APPROX 0.5MI  E OF CR400E ON N SIDE OF 600N,12/10/1974,Home,Rotary,Not available,220.0,Not available,Not available,72.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,30.0 gpm for 2.0 hrs.,Not available,Not available,47.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,15E,32,"WREN, IN-OH",Not available,Not available,Not available,Not available,Not available,BRUNS,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103766,"RIDENBAUGH TOURIST CAMP, NE 1/4 OF NW 1/4 (TO COTTAGES)",6/1/1947,Not available,Not available,Not available,80.0,Not available,Not available,Not available,Not available,6.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,41.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the NW of Section 21,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103767,NORTHEAST CORNER OF SHORT ST & PENN RR,Not available,Not available,Cable Tool,Not available,439.0,Not available,Not available,37.0,Not available,8.0,0.0,Not available,Not available,Not available,Not available,150.0 gpm,Not available,Not available,54.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of the SE of the SW of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,800.0,30.0,770.0,Not available,674393,4522350
103771,SW CORNER OF SECTION 22    200' WEST LINE   100' SOUTH LINE  (?),Not available,Home,Rotary,Not available,120.0,Not available,Not available,90.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 2.0 hrs.,Not available,0.0 ft.,30.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the SW of the SW of Section 22,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103772,"#15, EAST OF RIVER, NORTH OF 2224, 800' WEST OF #12",1/1/1957,Not available,Cable Tool,Not available,400.0,Not available,Not available,40.0,Not available,10.0,Not available,Not available,Not available,Not available,Not available,140.0 gpm,Not available,140.0 ft.,36.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of the SE of the SE of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,785.0,Not available,Not available,745.0,675200,4522850
103776,".5 MI E OF SCHOOL HOUSE IN MONMOUTH, SW 1/4 OF NW 1/4",Not available,Not available,Not available,Not available,72.0,Not available,Not available,Not available,Not available,5.0,Not available,Not available,Not available,Not available,Not available,5.0 gpm,Not available,7.0 ft.,17.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the NW of Section 22,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103777,"SE OF SE OF SEC 34, NE PART OF DECATUR",6/1/1955,Not available,Cable Tool,Not available,380.0,Not available,Not available,19.0,Not available,10.0,Not available,Not available,Not available,Not available,Not available,255.0 gpm,Not available,146.0 ft.,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the SW of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,780.0,20.0,760.0,Not available,675075,4522400
103781,ON 300E  0.5MI  N ON W SIDE OF 300E FROM 700N & 300E,11/23/1974,Home,Cable Tool,Not available,154.0,Not available,Not available,90.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,12.0 gpm for 3.0 hrs.,10.0 gpm for 2.0 hrs.,Not available,70.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the SW of the NE of Section 25,DECATUR,Not available,KLP,7/29/1976,Not available,Not available,Not available,Not available,Not available,Not available,"1,700.0",Not available,Not available,"1,700.0",848.0,87.0,761.0,Not available,678154,4524846
103782,"#2, NW CORNER OF SHORT ST. AND SEVENTH ST.",2/1/1957,Not available,Cable Tool,Not available,398.0,Not available,Not available,35.5,Not available,8.0,0.0,Not available,Not available,Not available,Not available,Not available,Not available,35.0 ft.,40.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the SE of the SW of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,800.0,30.0,770.0,Not available,674462,4522340
103786,NW 1/4 OF SW 1/4,11/21/1952,Home,Not available,Not available,106.0,Not available,Not available,86.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,16.0 gpm,Not available,53.0 ft.,2.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of the SW of Section 24,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103787,SE OF WASHINGTON & N 10TH STS,1/16/1990,Other,HSA,Not available,38.0,Not available,Not available,30.0,PVC,2.0,10.0,PVC,2.0,.010,Not available,Not available,Not available,Not available,30.0 ft.,Not available,CEM. & BENT,From (not available)  To (not available),Not available,6.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the NE of the SW of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,WJS 01/01/91,Not available,Not available,Not available,Not available,"2,425.0","1,250.0",Not available,800.0,Not available,Not available,762.0,674188,4522750
103791,CR200W ABOUT 3MI  E OF DECATUR.  NEXT TO BETTLE LAKE,5/28/1973,Not available,Cable Tool,Not available,165.0,Not available,Not available,73.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 3.0 hrs.,15.0 gpm for 2.0 hrs.,0.0 ft.,59.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of Section 25,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103796,800N  0.5MI  E OF 200E    HOUSE  8TH ON S SIDE.,7/30/1982,Home,Rotary,Not available,205.0,Not available,Not available,100.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,71.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of Section 25,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103797,SE OF WASHINGTON & N 10TH STS,1/16/1990,Other,HSA,Not available,37.0,Not available,Not available,29.0,PVC,2.0,10.0,PVC,2.0,.010,Not available,Not available,Not available,Not available,30.0 ft.,Not available,CEM. & BENT,From (not available)  To (not available),Not available,6.0,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the NE of the SW of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,WJS 01/01/91,Not available,Not available,Not available,Not available,Not available,"2,350.0","1,250.0",800.0,Not available,Not available,763.0,674187,4522739
103801,2ND HOUSE N ON CR200E FROM CORNER 700N & 200E ON W SIDE OF RD,7/28/1973,Home,Cable Tool,Not available,110.0,Not available,Not available,63.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 1.0 hrs.,Not available,45.0 ft.,15.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the SE of the SE of Section 26,DECATUR,Not available,KLP,7/28/1976,Not available,Not available,Not available,Not available,Not available,Not available,100.0,500.0,Not available,Not available,818.0,62.0,756.0,Not available,676981,4523916
103802,"E OF RIVER, NORTH OF US 224",1/1/1948,Not available,Cable Tool,Not available,400.0,Not available,Not available,32.0,Not available,12.0,Not available,Not available,Not available,Not available,Not available,174.0 gpm for 80.0 hrs.,Not available,47.0 ft.,22.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the SE of the SE of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,785.0,23.0,762.0,Not available,675300,4522200
103806,NW 1/4 NW 1/4,5/26/1951,Not available,Not available,Not available,63.0,Not available,Not available,59.5,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,14.0 gpm,1.0 ft.,32.0 ft.,1.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of the NW of Section 26,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,57.0,Not available,Not available,Not available,Not available
103807,25' N OF WATER TANK ON ST. MARY'S RIVER,2/4/1944,Industry,Not available,Not available,200.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm,Not available,Not available,10.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NW of the NW of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103811,"APPROX 2.5MI  NE OF DECATUR,  IN  W SIDE OFRD 200E  APPROX 0.75MI  N OF RD 700N.",11/20/1970,Home,Cable Tool,Not available,158.0,Not available,Not available,71.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,51.0 ft.,10.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of Section 26,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103812,E OF RIVER & NORTH OF KOOS DITCH,11/1/1948,Not available,Cable Tool,Not available,400.0,Not available,Not available,27.0,Not available,10.0,Not available,Not available,Not available,Not available,Not available,250.0 gpm,Not available,100.0 ft.,20.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the SE of the SE of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,780.0,20.0,760.0,Not available,675500,4522300
103816,"NEXT TO PENN RR AT CO. PLANT IN DECATUR, IN",3/20/1945,Industry,Not available,Not available,408.0,Not available,Not available,20.0,Not available,10.0,Not available,Not available,Not available,Not available,Not available,110.0 gpm,Not available,138.0 ft.,27.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the SW of Section 27,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.0,Not available,Not available,Not available,Not available
103817,ADA-7.,1/1/1947,Not available,Not available,Not available,400.0,Not available,Not available,30.0,Not available,12.0,Not available,Not available,Not available,Not available,Not available,174.0 gpm for 80.0 hrs.,212.0 gpm,Not available,15.0 ft.,47.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the SE of the SE of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,775.0,25.0,750.0,Not available,675300,4522200
103822,"E OF RIVER, NORTH OF US 224",7/1/1953,Not available,Cable Tool,Not available,25.0,Not available,Not available,31.0,Not available,10.0,Not available,Not available,Not available,Not available,Not available,160.0 gpm,Not available,104.0 ft.,48.3 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the NE of the SE of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,787.0,25.0,762.0,Not available,675425,4522575
103826,3 MI NW INT OF DECATUR IND IN BARRINGTON WOODS ADD,7/15/1965,Home,Cable Tool,Not available,101.0,Not available,Not available,101.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,42.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SE of the NE of Section 29,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,BARRINGTON WOODS,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103827,"#12, E OF RIVER & N OF US 224",3/1/1954,Not available,Cable Tool,Not available,395.0,Not available,Not available,30.0,Not available,10.0,Not available,Not available,Not available,Not available,Not available,217.0 gpm,Not available,101.0 ft.,31.7 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the NE of the SE of Section 34,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,788.0,Not available,Not available,758.0,675425,4522850
103831,"56F; 750' W OF US27 - 200' E OF RIVER, BEHIND CLMETS PACKING HOUSE- BY RERSTIVITY STATION #74",7/1/1956,Other,Cable Tool,Not available,38.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,28,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103836,WINCHESTER RD W OF DECATUR TO 750N GO W ON 750 LAST HOUSE ON N SIDE BEFORE 200 W,1/25/1986,Other,Rotary,Not available,Not available,Not available,Not available,56.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,SW of the NW of Section 29,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
103837,NEAR CENTER NE 1/4 OF SW 1/4,3/1/1946,Home,Not available,Not available,110.0,Not available,Not available,40.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,28N,14E,NE of the SW of Section 35,DECATUR,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,40.0,Not available,Not available,Not available,Not available
109140,1 1/2 MI N OF CHATTANOGA OHIO THEN 1 MI W ON SR 118,10/18/1962,Home,Cable Tool,Not available,116.0,Not available,Not available,83.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,18.0 gpm,Not available,14.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SE of the SW of the SW of Section 34,WILLSHIRE,Not available,OMS,7/15/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"1,100.0",Not available,830.0,83.0,745.0,Not available,684520,4503165
109145,ON 218 W OF CR 750E TO 1ST HOUSE ON N SIDE; NAGEL LIVESTOCK FARM,5/1/1976,Home,Rotary,Not available,120.0,Not available,Not available,76.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,50.0 gpm for 0.5 hrs.,Not available,19.0 ft.,30.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SW of the NW of the SE of Section 33,WILLSHIRE,Not available,DPM,7/29/1981,JR,8/18/1980,3,Not available,Not available,Not available,"1,300.0","1,400.0",Not available,Not available,830.0,71.0,759.0,Not available,683780,4503500
109155,NW 1/4 SW 1/4,12/5/1959,Home,Cable Tool,Not available,85.0,Not available,Not available,85.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,24.0 gpm,Not available,9.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SE of the NW of the SW of Section 32,WILLSHIRE,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,600.0","1,450.0",Not available,825.0,Not available,Not available,740.0,681340,4503400
109160,"SE 1/4 SW 1/4 SEC 32  [GRAY HOUSE, SHINGLED]",12/11/1959,Home,Cable Tool,Not available,165.0,Not available,Not available,165.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,24.0 gpm,Not available,11.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SE of the SW of the NW of Section 32,WILLSHIRE,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,400.0","2,300.0",820.0,Not available,Not available,655.0,681315,4503815
109165,ON SALEM RD N OF 218 APPROX 4 MILES ON W SIDE OF RD [ON SALEM RD S OF 500S APPROX 1000 FT ON W SIDE; 1ST HOUSE S OF 500S ON W SIDE,2/3/1987,Home,Rotary,Submersible,107.0,Not available,CLEAR,97.0,Not available,5.5,10.0,Not available,5.5,.052,Air,100.0 gpm for 0.5 hrs.,Not available,10.0 ft.,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SE of the NE of the NW of Section 32,WILLSHIRE,Not available,BEB,9/29/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,600.0","1,000.0",827.0,Not available,Not available,720.0,681710,4504260
