reference_number,driving_dircetion_to_well,date_completed,well_use,drilling_method,pump_type,depth,pump_setting_depth,water_quality,casing_length,casing_mateiral,casing_diameter,screen_length,screen_material,screen_diameter,slot_size,type_of_test,test_rate,bail_test_rate,drawdown,static_water_level,bailer_drawdown,material,depth_2,installation_method,number_of_bags_used,sealing_material,well_abandonment_depth,installation_method_2,number_of_bags_used_2,county,township,range,section,topo_map,grant,field_located_by,field_located_on,courthouse_location_by,courthouse_location_on,location_accepted_verification_by,location_accepted_verification_on,subdivision_name,lot_number,ft_w_of_el,ft_n_of_sl,ft_e_of_wl,ft_s_of_nl,ground_elevation,depth_of_bedrock,bedrock_elevation,aquifer_elevation,utm_easting,utm_northing
109557,1/4 MILE OF 000 SR 124 AND 500W ON E SIDE,8/20/1983,Home,Rotary,Not available,211.0,Not available,Not available,75.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,42.0 gpm for 1.0 hrs.,Not available,Not available,52.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SW of the SW of the NW of Section 2,LINN GROVE,Not available,GM,10/13/1983,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"2,250.0",860.0,72.0,788.0,Not available,666175,4511225
109559,ON 900W APPROX 1/3 MIL N OF SR218 ON W SIDE OF RD UP LANE,6/3/1976,Home,Rotary,Not available,132.0,Not available,Not available,Not available,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,30.0 gpm for 0.5 hrs.,Not available,30.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,NE of the SE of the SE of Section 35,LINN GROVE,Not available,WH,6/14/1977,Not available,Not available,Not available,Not available,Not available,Not available,600.0,"1,250.0",Not available,Not available,845.0,45.0,800.0,Not available,667785,4502650
109560,NW .25  NW .25 SEC 4  COPEN CORNER,5/11/1962,Home,Rotary,Not available,146.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,960.0 gpm,Not available,20.0 ft.,7.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the SW of the NW of Section 4,BERNE,Not available,NEIGHBOR,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"1,200.0",820.0,68.0,752.0,Not available,672595,4511861
109561,2 MI S OF 118 1/2 MI W OF IN/OH STATE LINE,9/28/1964,Home,Cable Tool,Not available,155.0,Not available,Not available,51.0,Not available,6.6,Not available,Not available,Not available,Not available,Not available,Not available,45.0 gpm for 2.0 hrs.,Not available,20.0 ft.,10.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,NE of the NE of the NW of Section 15,WILLSHIRE,Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,100.0",100.0,840.0,48.0,795.0,Not available,684940,4499750
109562,5 MILES W 1 1/2 MI S MONROE,6/1/1964,Stock,Cable Tool,Not available,180.0,Not available,Not available,90.0,Not available,6.6,Not available,Not available,Not available,Not available,Not available,Not available,30.0 gpm for 1.0 hrs.,Not available,45.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SW of the SE of the SE of Section 4,LINN GROVE,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,700.0,200.0,Not available,Not available,855.0,85.0,770.0,Not available,664416,4510200
109564,E OF CR450 W ON 218 TO 1ST HS ON N SIDE OF ROAD,11/29/1977,Industry,Rotary,Not available,101.0,Not available,Not available,49.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm for 0.5 hrs.,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SE of the SW of the SE of Section 35,LINN GROVE,Not available,DPM,7/23/1981,Not available,Not available,Not available,Not available,Not available,Not available,"1,850.0",550.0,Not available,Not available,837.0,45.0,792.0,Not available,667418,4502430
109565,Not available,3/1/1961,Home,Rotary,Not available,117.0,Not available,Not available,113.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm,Not available,33.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the SW of the SE of Section 6,BERNE,Not available,Not available,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,"2,500.0",200.0,Not available,Not available,835.0,111.0,724.0,Not available,670275,4510608
109566,CAN'T READ COPY,Not available,Home,Rotary,Not available,101.0,Not available,Not available,69.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,30.0 gpm for 1.0 hrs.,Not available,27.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,SW of the SW of the SW of Section 9,WILLSHIRE,Not available,TRE,8/20/1980,Not available,Not available,Not available,Not available,Not available,Not available,Not available,300.0,600.0,Not available,846.0,66.0,780.0,Not available,682875,4499800
109567,500W 1/8 MILE N OF 100S ON W SIDE,2/22/1979,Home,Rotary,Not available,159.0,Not available,Not available,75.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,30.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SE of the NE of the SE of Section 3,LINN GROVE,Not available,DPM,7/27/1981,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"1,600.0",Not available,Not available,856.0,71.0,785.0,Not available,666125,4510850
109569,ON CR 480W NORTH OF SR 218 APPROX. 0.5 MILE ON WEST SIDE OF ROAD,2/1/1976,Home,Rotary,Not available,121.0,Not available,Not available,30.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,40.0 gpm for 1.0 hrs.,Not available,34.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SE of the SE of the NW of Section 35,LINN GROVE,Not available,WH,6/14/1977,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,200.0","2,250.0",855.0,48.0,807.0,Not available,666986,4503175
109570,SR 124 W OF MONROE 1 1/2 MILES TURN S 200W HOUSE ON E SIDE OF RD,8/20/1974,Home,Cable Tool,Not available,105.0,Not available,Not available,80.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,10.0 gpm,10.0 gpm,Not available,50.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the NW of the NW of Section 5,BERNE,Not available,KLP,7/20/1976,Not available,Not available,Not available,Not available,Not available,Not available,100.0,Not available,Not available,"1,100.0",832.0,80.0,752.0,Not available,670974,4511838
109571,CAN'T READ COPY,4/15/1975,Home,Rotary,Not available,141.0,Not available,Not available,85.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 0.5 hrs.,Not available,38.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,SW of the SE of the SW of Section 17,"NEW CORYDON, IN-OH",Not available,KLP,7/19/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,75.0,"2,000.0",Not available,867.0,80.0,787.0,Not available,681725,4498093
109574,1ST PLACE N OF 218 ON W SIDE OF 450W,11/9/1978,Home,Rotary,Not available,81.0,Not available,Not available,31.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,25.0 gpm,Not available,21.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SE of the SE of the SW of Section 35,LINN GROVE,Not available,DPM,7/27/1981,Not available,Not available,Not available,Not available,Not available,Not available,Not available,150.0,"2,500.0",Not available,835.0,29.0,806.0,Not available,667127,4502310
109575,200W 1/8 MILE S OF 100S ON W SIDE,5/3/1979,Home,Rotary,Not available,140.0,Not available,Not available,111.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,35.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NE of the NE of Section 7,BERNE,Not available,DPM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,150.0,Not available,Not available,500.0,845.0,108.0,737.0,Not available,670950,4510408
109576,500' N OF 900S ON 550E,3/29/1979,Home,Rotary,Not available,128.0,Not available,Not available,78.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,30.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,SW of the SW of the SE of Section 16,"NEW CORYDON, IN-OH",Not available,DPM,7/30/1981,Not available,Not available,Not available,Not available,Not available,Not available,"2,500.0",350.0,Not available,Not available,859.0,71.0,788.0,Not available,683565,4498235
109577,SW 1/2 SE 1/4 S4,12/24/1959,Other,Cable Tool,Not available,97.0,Not available,Not available,75.0,Not available,6.0,Not available,Not available,Not available,Not available,Not available,"1,440.0 gpm for 2.0 hrs.",Not available,3.0 ft.,47.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SW of the SW of the SE of Section 4,LINN GROVE,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,"2,150.0",200.0,Not available,Not available,855.0,69.0,786.0,Not available,663956,4510200
109579,500S 1/8 MILE W 300W ON S SIDE OF RD,2/27/1979,Home,Rotary,Not available,180.0,Not available,Not available,74.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,30.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,NW of the NE of the NE of Section 36,BERNE,Not available,DPM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,"1,000.0",Not available,Not available,25.0,871.0,70.0,801.0,Not available,669196,4503927
109580,Not available,2/1/1961,Home,Rotary,Not available,350.0,Not available,Not available,123.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 0.0 hrs.,Not available,34.0 ft.,16.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 6,BERNE,Not available,Not available,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"2,600.0",Not available,840.0,121.0,720.0,Not available,670136,4510545
109581,450E AND 800S ON EAST SIDE OF RD GOING S 2ND HSE ON L APPROX .4 MIL S OF 800S RD,10/13/1982,Home,Rotary,Not available,141.0,Not available,Not available,79.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,25.0 gpm for 1.0 hrs.,Not available,34.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,SW of the SW of the NE of Section 17,"NEW CORYDON, IN-OH",Not available,BEB,4/24/1987,Not available,Not available,Not available,Not available,Not available,Not available,"2,450.0","3,000.0",Not available,Not available,855.0,78.0,777.0,Not available,681965,4498975
109583,Not available,9/1/1960,Other,Cable Tool,Not available,71.0,Not available,Not available,54.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.7 gpm,Not available,35.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,SW of the NW of the NW of Section 21,LINN GROVE,Not available,WCH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,400.0,"1,200.0",845.0,50.0,795.0,Not available,663199,4506530
109584,N OF 218 1/2 MILE ON 300W BETWEEN 218 AND 500S ON 300W,8/22/1983,Home,Rotary,Not available,211.0,Not available,Not available,85.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,25.0 gpm for 1.0 hrs.,Not available,Not available,65.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,NW of the SE of the NE of Section 36,BERNE,Not available,GM,10/20/1987,Not available,Not available,Not available,Not available,Not available,Not available,700.0,Not available,Not available,"1,900.0",874.0,82.0,792.0,Not available,669320,4503385
109585,N OF BERNE US27 CR100S L TO 2ST HS ON LEFT,11/21/1975,Home,Rotary,Not available,54.0,Not available,Not available,50.0,Not available,5.5,5.0,Not available,3.5,.060,Not available,Not available,125.0 gpm for 1.0 hrs.,Not available,28.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NE of the NE of Section 8,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,832.0,Not available,Not available,778.0,672357,4510612
109586,ON CR800S W OF CR450E TO FIRST SET OF ? ON S SIDE OF RD,11/9/1970,Home,Rotary,Not available,141.0,Not available,Not available,88.0,Not available,5.3,Not available,Not available,Not available,Not available,Not available,Not available,30.0 gpm for 1.0 hrs.,Not available,32.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,NE of the NW of the NW of Section 17,WILLSHIRE,Not available,WH,6/13/1977,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,100.0",100.0,850.0,87.0,763.0,Not available,681420,4499620
109588,2 1/2 MILES N OF BISNE AND 3 1/2 MILES W,9/28/1959,Other,Cable Tool,Not available,100.0,Not available,Not available,97.0,Not available,4.3,Not available,Not available,Not available,Not available,Not available,7.5 gpm for 2.0 hrs.,7.5 gpm for 2.0 hrs.,7.0 ft.,60.0 ft.,7.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,NE of the NW of the SE of Section 23,LINN GROVE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,800.0","2,450.0",Not available,Not available,855.0,Not available,Not available,775.0,667284,4506228
109589,E OF MONROE ON 124,8/25/1978,Home,Rotary,Not available,81.0,Not available,Not available,45.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,6.0 gpm,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NW of the NE of Section 2,BERNE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,250.0",Not available,Not available,150.0,817.0,37.0,780.0,Not available,676733,4512340
109590,100S W OF SR 27,10/29/1980,Home,Rotary,Not available,146.0,Not available,Not available,112.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,10.0 gpm for 1.0 hrs.,Not available,30.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NE of the NE of Section 8,BERNE,Not available,DPM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,750.0,Not available,Not available,100.0,830.0,98.0,732.0,Not available,672364,4510612
109591,ON CR800S W OF 450E APPROX 2/3 MI,5/24/1978,Home,Rotary,Not available,101.0,Not available,Not available,73.0,Not available,5.5,Not available,Not available,Not available,Not available,Not available,Not available,75.0 gpm for 1.0 hrs.,Not available,36.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,NW of the NW of the NE of Section 18,WILLSHIRE,Not available,TRF,8/20/1980,Not available,Not available,Not available,Not available,Not available,Not available,"2,400.0",Not available,Not available,100.0,854.0,75.0,779.0,Not available,680325,4499570
109593,350S 1000' W OF 500W SOUTH SIDE,2/24/1979,Home,Rotary,Not available,198.0,Not available,Not available,105.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,NE of the NE of the SE of Section 22,LINN GROVE,Not available,DPM,7/27/1981,Not available,Not available,Not available,Not available,Not available,Not available,350.0,"2,400.0",Not available,Not available,875.0,102.0,773.0,Not available,666081,4506155
109594,100S 1/4 MILE E OF 100E ON N SIDE,3/17/1980,Home,Rotary,Not available,149.0,Not available,Not available,91.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 2,BERNE,Not available,DPM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,Not available,50.0,"2,350.0",Not available,820.0,88.0,732.0,Not available,676589,4510839
109595,SW CORNER OF 100E & 100S  1 MI  S 1 MI E OF MONROE IN ON CR100S,11/30/1965,Home,Rotary,Not available,124.0,Not available,Not available,88.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 1.0 hrs.,Not available,30.0 ft.,5.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NE of the NE of Section 10,BERNE,Not available,MD,7/1/1970,Not available,Not available,Not available,Not available,Not available,Not available,400.0,Not available,Not available,100.0,827.0,80.0,745.0,Not available,675740,4510762
109596,RD 400E OFF AMISHVILLE RD 1/2 M S ON 400E  TRAILER ON W SIDE OF RD,10/19/1981,Home,Rotary,Not available,160.0,Not available,Not available,86.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,48.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,25N,15E,NE of the SE of the NE of Section 19,"NEW CORYDON, IN-OH",Not available,GM,10/21/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,875.0,86.0,789.0,Not available,681095,4497575
109598,4 MILES E VERA CRUSE,5/4/1964,Home,Cable Tool,Not available,168.0,Not available,Not available,77.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm for 2.0 hrs.,Not available,60.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,13E,NW of the NW of the NW of Section 23,LINN GROVE,Not available,WLS,6/1/1964,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,700.0,100.0,870.0,65.0,805.0,Not available,666287,4506997
109599,1/2 MILE E OF MONROE ON S SIDE ON RD 124 BETWEEN 000 AND 100E,3/5/1979,Home,Rotary,Not available,120.0,Not available,Not available,53.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NW of the NE of Section 3,BERNE,Not available,TR,8/19/1980,Not available,Not available,Not available,Not available,Not available,Not available,"2,450.0",Not available,Not available,100.0,820.0,50.0,770.0,Not available,675044,4512261
109600,2 MI S MONROE 2 MI E ON CR200,11/1/1965,Not available,Rotary,Not available,104.0,Not available,Not available,95.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,21.0 gpm for 1.0 hrs.,Not available,37.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 10,BERNE,Not available,Not available,Not available,Not available,Not available,MD,7/1/1970,Not available,Not available,"3,000.0",150.0,Not available,Not available,840.0,90.0,750.0,Not available,674982,4509228
109601,100E 1 1/4 MILE S OF RD 124 W SIDE OF RD,11/22/1978,Home,Rotary,Not available,181.0,Not available,Not available,101.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,25.0 gpm,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the NE of Section 10,BERNE,Not available,TRF,8/19/1980,Not available,Not available,Not available,Not available,Not available,Not available,100.0,Not available,Not available,"2,225.0",832.0,98.0,734.0,Not available,675841,4510101
109602,N OF BERNE 3 MILES ON US 27 TURN W 1 1/2 MILE HOUSE ON N SIDE RD 300S,6/14/1982,Home,Rotary,Not available,265.0,Not available,Not available,115.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,40.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 17,BERNE,Not available,GM,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"2,400.0",Not available,847.0,115.0,732.0,Not available,671800,4507400
109603,W SIDE OF RD 300E APPROX .2 MI  S SIDE,11/18/1976,Home,Rotary,Not available,91.0,Not available,Not available,87.0,Not available,4.5,5.0,Not available,3.5,.060,Not available,Not available,75.0 gpm for 1.0 hrs.,Not available,28.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the SE of the NE of Section 25,BERNE,Not available,WH,6/13/1977,Not available,Not available,Not available,Not available,Not available,Not available,950.0,Not available,Not available,"2,500.0",830.0,Not available,Not available,739.0,678985,4505245
109604,N ON 275 TO 1ST PAVED RD TURN W  GO .25    0.5 MI  TO HOUSE IN WOODS,5/6/1978,Home,Rotary,Not available,121.0,Not available,Not available,75.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm for 1.0 hrs.,Not available,37.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NE of the NE of Section 32,BERNE,Not available,DM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,650.0,Not available,Not available,50.0,845.0,72.0,773.0,Not available,672595,4504150
109606,200S 1/2 MILE E OF 000,9/11/1978,Home,Rotary,Not available,97.0,Not available,Not available,44.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,30.0 gpm,Not available,31.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the SE of the SW of Section 10,BERNE,Not available,DPM,7/29/1981,Not available,Not available,Not available,Not available,Not available,Not available,Not available,100.0,"2,500.0",Not available,840.0,42.0,798.0,Not available,675025,4509197
109607,NE .5 OF NW .25 OF SECTION 17,10/7/1963,Home,Rotary,Not available,102.0,Not available,Not available,102.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,23.0 gpm,Not available,41.0 ft.,3.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NE of the NW of Section 17,BERNE,Not available,WH,8/1/1965,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,000.0",100.0,845.0,Not available,Not available,743.0,671626,4508933
109608,218 E OF BERNE TO 200E THEN N ON 200E 1 1/2 MILES TO 450S THEN E 1/2 MILE ON SOUTH,1/16/1987,Home,Rotary,Submersible,81.0,Not available,CLEAR,77.0,Not available,5.5,10.0,Not available,5.5,.052,Air,100.0 gpm for 1.0 hrs.,Not available,10.0 ft.,32.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NW of the NE of the SE of Section 25,BERNE,Not available,GM,10/20/1987,Not available,Not available,Not available,Not available,Not available,Not available,"1,250.0","2,400.0",Not available,Not available,831.0,Not available,Not available,736.0,678875,4505170
109609,ON ST RT 27 IN BERNE APPROX 0.3 MILE N OF 0127 AND SR 218 JUNCTION ON W SIDE,10/4/1983,Industry,Rotary,Not available,Not available,Not available,Not available,136.0,Not available,5.5,10.0,Not available,4.5,.052,Not available,75.0 gpm for 1.0 hrs.,Not available,Not available,50.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SE of the NE of the SE of Section 32,BERNE,Not available,BEB,9/20/1987,Not available,Not available,Not available,Not available,Not available,Not available,200.0,"1,700.0",Not available,Not available,856.0,Not available,Not available,710.0,672800,4503100
109611,CR 200E BETWEEN 100S AND 200S,8/21/1981,Stock,Rotary,Not available,110.0,Not available,Not available,70.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,20.0 gpm for 0.5 hrs.,Not available,Not available,27.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NE of the SE of Section 11,BERNE,Not available,GM,10/20/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,200.0",400.0,Not available,822.0,67.0,755.0,Not available,677355,4509885
109612,OFF OF CR 200S BETWEEN 300W AND 200W S SIDE OF RD 1ST HOUSE E OF 300W ON S SIDE,9/1/1982,Home,Rotary,Not available,78.0,Not available,Not available,72.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,40.0 gpm for 1.0 hrs.,Not available,Not available,37.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the NW of the NW of Section 18,BERNE,Not available,GM,10/10/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,100.0",500.0,842.0,67.0,775.0,Not available,669670,4508740
109613,CORNER OF RD 500 AND 100,7/16/1965,Home,Cable Tool,Not available,82.0,Not available,Not available,Not available,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,16.0 gpm for 2.0 hrs.,Not available,31.0 ft.,0.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,SW of the SW of the NW of Section 26,BERNE,Not available,Not available,Not available,Not available,Not available,MS,7/1/1975,Not available,Not available,Not available,"2,700.0",100.0,Not available,835.0,60.0,775.0,Not available,676048,4505149
109614,ON 150 W BETWEEN SR 218 AND 500S U99 FT FROM DON KUHN,8/16/1982,Home,Rotary,Submersible,125.0,75.0,CLEAR,119.0,Not available,5.0,6.0,Not available,5.0,.060,Pumping,35.0 gpm,Not available,Not available,54.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,14E,NE of the SE of the SW of Section 32,BERNE,Not available,SIMMONS/SAUL,8/18/1988,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,200.0","2,100.0",Not available,867.0,Not available,Not available,742.0,671840,4502855
